fp32_loss,fp32_mae,fp32_mse_numpy,fp32_mae_numpy,tflite_int8_mse_numpy,tflite_int8_mae_numpy,fp32_vs_tflite_mse_numpy,fp32_vs_tflite_mae_numpy,fp32_weights_file_size_bytes,tflite_model_size_bytes
0.009504416026175022,0.04766492545604706,0.009504416957497597,0.047664932906627655,0.013793560676276684,0.05441775918006897,0.002746635116636753,0.01411164179444313,110058,38696
